scripture_name,level_1,level_2,level_3,name,type,description,child_type,media_path
RigVeda,2,32,NULL,Sukta - 32,Sukta,"The seer prays to Heaven (pure mental) & earth (physical) for protection; to Indra (lord of the divine mind) or Tvashtr (the divine sculptor) for the divine knowledge; to the goddesses Raka (one without gaps in knowledge), Sinivali (who leads to new inner manifestations), Indrani (the power of Indra or divine mind) and Varunani (the power of Varuna or vastness) for their respective riches",Mantra,1
RigVeda,2,33,NULL,Sukta - 33,Sukta,"Rudra (the lord of the force of upward evolution) smites the hostiles (& the crookedness in the aspirants) and heals the sincere seekers. Wearing the necklace of universal forms, in his almighty form He takes the golden form (signifying Truth). The seer prays for His compassion and the avoidance of His wrath",Mantra,1
RigVeda,2,34,NULL,Sukta - 34,Sukta,"Rudra with Prishni (the power of varied manifestation) created the mighty Maruts. They provide the knowledge rays, and the impulsions for the victory. They had saved Trita (the mind-soul) from the assailers. The seer mentions the first completion of the sacrifice by the Dashagavas (the ten-rayed seers). He prays to the Maruts to manifest themselves in the inner being",Mantra,1
RigVeda,2,35,NULL,Sukta - 35,Sukta,"The seer calls Apam napad (the son of the waters, perhaps Agni), around him the pure waters (of existence) gather. The three divine women (perhaps the purified triple nature) suckle Him, He is of golden form (signifying truth), the clarified consciousness is His food. The seer increases His manifestation in his inner being through aspiration, surrender and self-offering",Mantra,1
RigVeda,2,36,NULL,Sukta - 36,Sukta,"The seer offers the Soma (delight of action/experience/existence) to the Gods
invoked, who are seated on the inner seats of fullness. The Soma makes the Gods gain strength for the inner work",Mantra,1
RigVeda,2,37,NULL,Sukta - 37,Sukta,The seer invokes Dravinodah (the lord who gives treasure or wealth of the spirit) to whom Potra and Neshtra priests (powers that intensify the offerings) offer the Soma (delight of action/experience/existence). The Ashvins (divine physicians who make the being capable of bliss) are also offered the Soma along with Agni (the lord of the divine will),Mantra,1
RigVeda,2,38,NULL,Sukta - 38,Sukta,"Savita (The truth-sun who is the creator) rises up perpetually for new truth-creations, he puts the world into motion and ensures the movements of the truth. The wise follow the law of His workings. No one, other gods or humans or hostiles, can impair His law of workings. The seer prays to Him for felicities",Mantra,1
RigVeda,2,39,NULL,Sukta - 39,Sukta,"Through this stoma (affirming chant) where various similes are used, the Ashwins are asked to manifest in the aspirant",Mantra,1
RigVeda,2,40,NULL,Sukta - 40,Sukta,"Soma (the lord who provides bliss) and Pushan (the lord who nourishes) are the guardians of the worlds and the sources of immortality. The former has His abode in the high heaven (of mental consciousness), the latter in the mid-world (vital) and earth (physical). The seer prays to them for the nourishing delights",Mantra,1
RigVeda,2,41,NULL,Sukta - 41,Sukta,"The seer invokes various gods to the Soma-offering:
Vayu (the lord of the vital) to come with His thousand cars (i.e. large no. of movements);
Mitra & Varuna (Lords of Harmony and vastness( to come and sit in the thousand pillared hall (i.e. the seeker with a force full of divine knowledge and a wide being, a thousand-pillared force);
Ashvins to come with the riches they have recovered from the hostiles:
Indra (the lord of the divine mind) to come with His protections;
Sarasvati (the Goddess of Truth-Audition) to come and provide perfect expression etc.",Mantra,1
RigVeda,2,42,NULL,Sukta - 42,Sukta,"The bird (of the illumined consciousness, Kapinjala) is asked to provide knowledge and bliss with its cry, the seer prays for its safety",Mantra,1
RigVeda,2,43,NULL,Sukta - 43,Sukta,"Kapinjala provides guidance to the seekers at the right time, its musical cry is blissful and involves both tones (higher and lower)",Mantra,1
RigVeda,3,1,NULL,Sukta - 1,Sukta,"The seer prays to Agni (the lord of the divine will) to make him capable of bearing the Soma (delight of action/experience/existence), extracted in the Yajna (inner sacrifice). Gods and men labour to make a passage for this divine force which aspires beyond mind.
The ascent of Agni is described. In the divine Waters Agni is found visible, entirely white and pure, growing ruddy with his action as he increases. From his very birth the Gods give him force and splendour and body; the seven mighty Rivers (the seven principles of existence in their pure movement, the sevenfold movement of Truth) increase him in his joy; they move about this great new-born child (in the physical) and rising upward labour over him as the Mares (life-energies). He purifies the nervous life in man pervading it with his own pure bright limbs, lifting upward its impulsions and desires. The sevenfold Waters thus rise upward and become the pure mental activity, the Mighty Ones of Heaven. Agni rises further and goes to the streams of divine sweetness by which the mental and physical consciousness are harmonized. He finds the source of the sweet abundance of the superconscient father and makes available its nourishing streams; He bears and himself becomes the Son, the pure Kumara, the pure Male, the One, the soul in man revealed in its universality. He takes His seat in the home of truth, where the seven rivers are indivisible companions. The Gods through the pure mind reach Him there and draw for man the immortality",Mantra,1
RigVeda,3,2,NULL,Sukta - 2,Sukta,"The aspirants accepted the gift of the fire of aspiration from the Bhrigus (the flame seers) to conquer the supreme bliss of the universal godhead & its undeviating plenitude. Triple is the fuel of Agni, out of which one is set in the mortal (the fuel of enjoyment). He travels throughout the worlds and creates the riches of the spirit for the aspirant",Mantra,1
RigVeda,3,3,NULL,Sukta - 3,Sukta,"Agni, with the rich thoughts, envelops the Truth-world, He is the ray of intuition that harmonizes and guides the inner sacrifice. He is the messenger and charioteer of the sacrificing soul between the heaven (pure mental) and earth (physical). He charts the course of the Individual to perfection, detaching from the actions of the universal godhead. The seer prays for His law to be established in the inner being",Mantra,1
RigVeda,3,4,NULL,Sukta - 4,Sukta,"The seer prays to the son of the body (Agni manifested in the inner being) to lead the inner sacrifice, to create the native seat of Truth and light. A wide inner space has been readied for the Gods, Agni is asked to bring the different Gods there",Mantra,1
RigVeda,3,5,NULL,Sukta - 5,Sukta,"Agni kindled at the summits of our being assumes the form of Mitra (the lord of harmony), He guards the seven headed thought (the manifold thought born of the truth consciousness). He becomes the highest of the luminous kingdoms for the aspiring soul (above the mental consciousness)",Mantra,1
RigVeda,3,6,NULL,Sukta - 6,Sukta,"Agni fills the mental heaven and physical earth (the two united wives of the one Divine) at His birth, He then outgrows them. The seer prays to Agni to bring the Gods to sacrifice, and for the seven tongues of Agni to find an utterance (expression) through the mental and physical consciousness",Mantra,1
RigVeda,3,7,NULL,Sukta - 7,Sukta,"Agni (the lord of the divine will) settles the riches of heaven (knowledge and energies) in our inner being. The lights of (mental) heaven rejoice in the company of Agni, the ruddy shining Bull (signifying the one who fertilizes the energies and is source of abundance), and lead him to His own seat (of truth). The seer prays to Agni to manifest the Gods and the wideness of (physical) earth and (mental) heaven in him, and also to create His true thinking in him",Mantra,1
RigVeda,3,8,NULL,Sukta - 8,Sukta,"The Yupa (the sacrificial post signifying the subtle body of the aspirant) is shaped by the aspirant and is anointed by the priests for the inner sacrifice. The seer prays All- gods to protect the inner sacrifice, & to Vanaspati (the lord of enjoyments) to grow his shoots (i.e. extend His joy) in all inner spaces",Mantra,1
RigVeda,3,9,NULL,Sukta - 9,Sukta,"Agni is the chosen by the aspirants as their comrade in the pilgrim-journey. Though He is far (in the truth-world), He has also come here (in the inner beings). His action covers the higher bliss from the ignorant. The 3,339 Gods anointed him with streams of clarity, they spread for him the seat of sacrifice, and seated him within as Priest of the call",Mantra,1
RigVeda,3,10,NULL,Sukta - 10,Sukta,"The aspirant who gives to Agni the fuel (of self-offering) grows on the path. The words of the seer makes the flame grow, the seer asks for the supreme word to be brought forth for Agni. He prays to Agni for kindling in the aspirants the luminous hero-energy",Mantra,1
RigVeda,3,11,NULL,Sukta - 11,Sukta,"Agni is the supreme ray of intuition in the sacrifice, and knows the uninterrupted course of its journey. Overpowering all assailants the Fire is the will of the gods which is never crushed. The seer prays for the aspirant's thoughts to companion Agni, so that they become illumined seers who know all things born",Mantra,1
RigVeda,3,12,NULL,Sukta - 12,Sukta,Indra (the lord of the divine mind) and Agni are called to the Soma-offering (offering of the aspirant's delight of action/experience/existence). They are the strong ones who win the plenitudes for the seekers,Mantra,1
RigVeda,3,13,NULL,Sukta - 13,Sukta,"Agni is the one who guides the sacrifice, He is the possessor of Truth. The seer prays for a thousandfold riches of the spirit from Agni, who is an inexhaustible force",Mantra,1
RigVeda,3,14,NULL,Sukta - 14,Sukta,Agni (the lord of the divine will) is the rapturous Priest of the call who has reached the things of knowledge. The seer prays to Him to take a seat in his inner being and reveal the knowledge,Mantra,1
RigVeda,3,15,NULL,Sukta - 15,Sukta,Agni is asked to push back the hostiles with His flames of knowledge and strength so that the aspirant can reside in the vasts of bliss. He is the leader of the inner sacrifice and is asked to bring the Gods in the inner being and open the riches of the physical and mental consciousness,Mantra,1
RigVeda,3,16,NULL,Sukta - 16,Sukta,"Agni has the power of slaying the Vritras (the inconscient coverers of divine reality), He is the increaser of treasures of spirit in the inner being. The seer prays to Agni for a wealth full of hero-strength & progeny",Mantra,1
